,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,Magnitude,Score,Count,IsMixed
12292,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,1.0,4,0.3,0.3,5927,1
12293,1,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,2.0,2,5.2,0.5,5927,1
12294,2,3,299,292,1,2,6,7,1,1,2,1,2,1,1,0,41326,0,5.0,2,0.2,0.1,342,1
12295,1,2,307,0,1,1,2,7,2,1,2,2,2,1,2,0,41401,0,2.0,1,3.0,0.2,5927,1
12296,2,7,242,252,1,2,0,0,2,3,1,1,2,1,1,0,41401,0,3.0,2,0.2,0.0,17,1
12297,1,16,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,6.0,4,5.4,0.4,5927,1
12298,1,2,307,0,2,7,0,0,1,2,2,2,2,1,1,0,41401,0,2.0,1,0.5,0.0,5927,1
12299,1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,2.0,1,2.6,0.2,5927,1
12300,1,36,218,0,1,1,2,0,3,3,1,1,1,1,1,300,41326,0,1.0,4,5.4,0.2,162,0
12301,1,12,217,0,2,1,0,0,1,2,1,1,1,1,1,0,41335,0,1.0,4,4.3,0.3,1,0
12302,1,3,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41401,0,1.0,3,2.2,0.7,5927,1
12303,2,0,266,0,3,1,2,7,2,1,2,2,2,1,5,0,41401,0,1.0,3,0.5,0.0,3634,0
12304,2,3,285,264,1,7,0,0,2,3,2,1,2,1,1,700,41326,0,3.0,2,0.9,0.9,221,1
12305,1,1,307,0,1,2,0,0,2,2,2,2,2,1,1,0,41327,0,2.0,2,0.0,0.0,5927,1
12306,2,15,285,0,2,2,0,0,2,3,1,1,1,1,1,0,41326,0,1.0,1,0.4,-0.4,221,0
12307,1,2,307,0,2,1,2,7,2,1,2,2,2,1,2,0,41330,0,1.0,1,1.8,0.3,5927,1
12308,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,3.0,3,1.7,0.4,3634,0
12309,1,12,307,218,2,1,2,0,1,2,1,1,1,1,1,0,41401,0,1.0,3,2.9,0.4,5927,1
12310,2,2,265,266,1,1,7,0,1,2,2,2,2,2,1,0,41326,0,3.0,2,1.5,0.7,1258,1
12311,2,2,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41326,0,2.0,4,1.2,0.2,3634,0
12312,1,2,307,0,3,1,5,7,2,1,2,2,2,1,5,0,41327,0,5.0,1,0.8,-0.1,5927,1
12313,1,10,307,307,2,7,0,0,2,2,2,3,3,1,1,0,41326,0,1.0,4,0.6,0.6,5927,1
12314,2,3,265,0,1,3,0,0,2,2,2,2,2,1,1,0,41401,0,2.0,2,1.8,0.9,1258,0
12315,2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41330,0,3.0,2,1.4,0.2,3634,0
12316,2,2,265,292,2,5,0,0,2,2,1,1,2,1,2,0,41326,0,1.0,1,3.2,0.2,1258,1
12317,1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,1.0,4,1.3,0.4,5927,1
12318,1,12,307,0,1,5,0,0,1,2,1,1,1,1,1,100,41332,0,3.0,4,3.9,0.0,5927,1
12319,1,6,307,0,2,2,0,0,2,1,3,1,3,1,1,0,41326,0,5.0,1,1.3,0.0,5927,1
12320,1,18,307,0,2,1,2,0,3,2,3,3,3,2,1,0,41326,0,4.0,3,7.3,-0.2,5927,1
12321,2,7,292,266,2,2,5,0,2,1,2,1,1,1,1,50,41326,0,4.0,1,2.6,0.6,264,1
12322,2,24,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41325,0,1.0,4,6.4,0.2,3634,0
12323,2,2,266,0,3,3,6,7,2,1,2,1,2,1,3,0,41401,0,2.0,3,1.8,0.4,3634,0
12324,2,3,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41330,0,2.0,2,3.5,0.4,3634,0
12325,1,2,307,0,2,2,7,0,2,1,1,1,1,1,1,50,41327,0,9.0,4,0.8,0.0,5927,1
12326,2,5,285,247,2,1,2,7,2,1,2,2,2,1,1,0,41401,0,1.0,4,0.0,0.0,221,1
12327,2,2,266,0,1,6,0,0,1,1,2,2,2,1,1,100,41401,0,3.0,2,0.2,0.1,3634,0
12328,2,2,266,0,1,5,0,0,1,1,2,2,2,1,1,0,41326,0,5.0,2,2.6,0.8,3634,0
12329,2,3,285,265,1,6,7,0,3,2,2,1,2,1,1,150,41326,0,5.0,1,5.0,0.2,221,1
12330,1,1,307,78,3,1,2,5,2,1,1,1,1,1,4,8,41401,0,4.0,2,7.7,0.2,5927,1
12331,2,2,265,0,3,1,3,6,1,2,2,2,2,1,4,0,41326,0,7.0,3,3.3,0.1,1258,0
12332,1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,1,4.0,4,0.9,0.2,5927,1
12333,1,60,19,0,2,1,2,7,2,1,1,1,1,1,1,300,41326,0,3.0,2,2.3,0.3,9,0
12334,2,3,266,0,1,1,6,0,1,1,2,1,2,1,1,0,41401,0,4.0,2,0.0,0.0,3634,0
12335,1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,100,41327,0,2.0,4,0.9,0.2,5927,1
12336,2,1,265,0,1,4,5,0,1,2,2,2,1,1,1,0,41326,1,2.0,1,1.3,0.2,1258,0
12337,2,14,266,0,3,1,2,6,2,2,2,2,2,1,4,0,41326,0,2.0,4,3.0,0.3,3634,0
12338,1,8,179,213,2,2,0,0,2,2,2,2,2,1,1,0,41330,0,3.0,3,0.0,0.0,167,1
12339,2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,9.0,1,3.9,0.4,3634,0
12340,2,10,264,0,2,2,7,0,1,3,1,1,1,1,1,0,41326,0,3.0,3,2.2,0.4,296,0
12341,1,12,307,0,3,1,2,0,2,2,2,1,1,1,2,0,41326,0,5.0,3,4.1,0.3,5927,1
12342,1,8,307,0,1,3,5,0,2,1,1,1,1,1,1,110,41326,0,4.0,3,1.9,0.3,5927,1
12343,1,12,307,0,2,3,4,0,2,1,3,3,3,1,7,0,41327,0,1.0,4,0.9,0.0,5927,1
12344,2,3,266,0,2,2,3,6,1,1,2,2,2,1,1,0,41326,0,15.0,2,0.7,-0.1,3634,0
12345,1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,20,41327,0,1.0,3,0.2,0.0,5927,1
12346,2,3,265,0,2,1,7,0,1,2,3,3,3,1,1,0,41326,0,2.0,3,7.9,0.1,1258,0
12347,1,3,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41326,0,3.0,1,1.6,0.3,5927,1
12348,2,1,266,265,3,1,6,7,2,1,2,2,2,1,5,0,41326,0,6.0,1,14.0,0.4,3634,1
12349,1,36,205,218,2,1,6,7,1,3,1,1,2,1,1,0,41336,0,2.0,1,3.2,0.3,190,1
12350,2,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,3.0,1,2.9,0.3,3634,0
12351,1,18,218,0,2,5,0,0,2,2,3,3,1,1,1,0,41326,0,3.0,4,3.6,0.3,162,0
12352,1,2,307,0,2,7,0,0,2,2,1,1,3,1,1,0,41401,0,1.0,3,0.9,0.3,5927,1
12353,1,2,307,0,3,1,5,7,2,1,1,1,2,1,7,0,41326,1,8.0,4,1.3,0.2,5927,1
12354,1,3,307,307,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,0.0,0.0,5927,1
12355,2,4,266,0,2,5,0,0,2,1,1,1,1,1,1,100,41401,0,1.0,1,1.8,0.3,3634,0
12356,2,3,265,0,1,6,0,0,1,2,2,2,2,1,1,0,41401,0,1.0,1,0.0,0.0,1258,0
12357,1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,41326,0,5.0,2,2.8,0.2,5927,1
12358,1,8,307,0,1,1,7,0,2,1,1,1,3,1,1,0,41326,0,2.0,4,0.6,0.6,5927,1
12359,2,2,241,0,3,1,2,4,1,1,2,2,2,1,3,0,41330,0,5.0,4,0.0,0.0,28,0
12360,1,5,307,0,1,2,5,7,2,1,3,3,3,1,1,10,41326,0,3.0,4,1.8,0.6,5927,1
12361,1,36,109,307,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,2.0,3,3.7,0.7,151,1
12362,1,7,307,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,3.0,4,3.1,0.2,5927,1
12363,2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41401,0,5.0,2,2.0,0.1,3634,0
12364,1,3,307,0,2,2,5,7,2,2,2,1,2,1,1,0,41330,0,1.0,4,1.9,0.9,5927,1
12365,2,6,285,0,2,2,7,0,2,3,2,1,2,1,1,750,41326,0,10.0,3,0.4,0.1,221,0
12366,2,24,292,0,1,1,7,0,4,2,1,1,2,1,1,0,41326,0,4.0,3,1.4,0.3,264,0
12367,2,1,266,0,3,1,6,7,2,1,2,1,2,1,5,50,41326,0,5.0,2,0.0,0.0,3634,0
12368,1,72,218,218,1,5,7,0,1,2,3,3,3,1,1,0,41326,0,2.0,2,1.0,0.0,162,1
12369,2,5,299,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,2.0,0,1.9,0.9,342,0
12370,2,12,265,0,1,3,7,0,2,2,1,1,1,1,1,0,41401,0,5.0,4,1.0,0.5,1258,0
12371,1,36,205,0,2,5,7,0,1,2,3,3,3,1,1,0,41401,0,3.0,1,1.5,0.0,190,0
12372,1,36,61,207,1,1,3,7,1,2,1,1,1,1,1,0,41326,0,1.0,0,0.0,0.0,1,1
12373,1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,41401,0,6.0,2,0.8,0.8,5927,1
12374,1,2,307,141,3,2,5,7,2,2,2,2,2,1,4,0,41326,0,8.0,2,1.2,0.0,5927,1
12375,2,40,250,0,2,1,0,0,2,2,3,1,2,1,1,0,41327,0,3.0,4,0.0,0.0,14,0
12376,2,7,285,264,1,1,2,0,3,3,1,1,2,1,1,0,41326,0,5.0,1,0.0,0.0,221,1
12377,2,30,276,265,2,3,7,0,2,2,1,1,1,1,1,0,41326,0,4.0,1,0.1,0.1,34,1
12378,2,3,299,0,3,1,3,6,2,1,1,1,2,1,2,200,41326,2,4.0,4,0.9,0.9,342,0
12379,2,2,266,292,1,4,6,7,1,1,2,1,2,1,2,200,41326,1,6.0,2,1.1,0.0,3634,1
12380,2,4,266,0,3,1,4,7,1,1,1,1,3,1,2,0,41326,0,2.0,3,0.1,0.0,3634,0
12381,1,1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,2,2.9,0.4,5927,1
12382,2,3,299,0,2,1,6,7,2,1,1,1,2,1,1,0,41326,0,2.0,1,0.4,-0.4,342,0
12383,1,10,307,0,1,3,0,0,2,2,1,2,1,1,1,0,41336,0,1.0,1,2.0,0.4,5927,1
12384,1,8,141,307,1,1,2,0,3,2,2,1,2,1,1,0,41326,0,0.0,4,1.0,0.4,205,1
12385,2,30,265,0,1,7,0,0,3,2,1,1,1,1,1,0,41326,0,12.0,1,4.2,0.4,1258,0
12386,1,3,307,0,1,6,7,0,2,1,1,1,2,1,1,100,41326,0,2.0,3,0.6,0.6,5927,1
12387,2,4,266,266,3,1,7,0,1,1,2,2,2,1,3,0,41326,0,2.0,4,0.0,0.0,3634,1
12388,2,4,265,0,2,1,2,0,2,2,2,1,2,1,1,0,41401,0,2.0,4,0.9,0.9,1258,0
12389,2,4,285,265,1,7,0,0,2,2,2,1,2,1,1,0,41326,0,6.0,2,1.3,0.0,221,1
12390,1,24,152,0,2,4,0,0,1,1,1,1,1,1,1,0,41401,0,3.0,1,2.5,0.8,67,0
12391,1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,1.0,4,0.9,-0.9,5927,1
12392,2,2,266,0,1,1,2,7,1,1,2,1,2,1,2,0,41326,0,5.0,1,0.2,0.1,3634,0
12393,1,1,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41326,0,6.0,2,2.4,0.6,5927,1
12394,2,24,266,0,2,2,5,7,2,2,1,1,2,1,1,0,41326,0,4.0,2,5.0,0.3,3634,0
12395,1,9,200,0,1,3,0,0,2,1,1,1,2,1,1,0,41401,0,3.0,1,1.2,0.2,15,0
12396,1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,4.0,4,3.9,0.1,5927,1
12397,1,48,182,0,1,2,0,0,2,1,1,1,2,1,1,50,41401,0,0.0,4,0.9,0.9,21,0
12398,1,1,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,0.9,0.9,5927,1
12399,1,60,179,0,1,2,5,0,1,1,1,2,2,1,1,300,41326,0,1.0,2,3.7,0.2,167,0
12400,1,6,205,182,1,1,2,0,1,3,3,1,2,1,1,300,41401,0,6.0,3,3.2,0.0,190,1
12401,1,2,141,307,3,1,0,0,2,2,2,1,2,1,2,0,41401,0,6.0,1,0.7,0.2,205,1
12402,1,5,307,0,2,2,3,0,2,1,1,2,1,1,1,0,41327,1,26.0,4,2.7,0.5,5927,1
12403,1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,2.0,1,3.1,0.1,5927,1
12404,2,2,266,0,3,3,5,7,1,2,2,2,2,1,2,0,41325,0,3.0,1,1.7,0.3,3634,0
12405,1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,0,1.0,1,0.7,0.1,5927,1
12406,1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41336,0,2.0,1,0.6,0.3,5927,1
12407,2,2,266,0,2,1,6,0,2,1,1,1,2,1,1,0,41326,0,11.0,2,2.6,0.0,3634,0
12408,2,12,265,0,2,2,5,0,2,2,2,2,2,1,2,0,41326,0,4.0,1,4.9,0.0,1258,0
12409,1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,0,1.0,2,1.6,0.0,5927,1
12410,1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,2.0,4,2.0,0.5,5927,1
12411,1,1,307,0,2,2,5,0,2,1,2,1,2,1,1,1,41327,0,3.0,1,0.4,0.0,5927,1
12412,1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,7.0,1,2.0,0.1,5927,1
12413,1,0,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41330,0,6.0,2,3.9,0.4,5927,1
12414,1,1,128,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,1.0,2,0.9,0.2,64,1
12415,2,6,266,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,2,0.4,-0.4,3634,0
12416,1,3,307,0,2,1,5,0,3,1,2,1,2,1,1,0,41401,0,5.0,2,3.1,0.0,5927,1
12417,1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,0,5.0,4,0.0,0.0,5927,1
12418,2,3,266,0,2,1,7,0,2,1,3,3,3,1,1,0,41327,0,3.0,4,2.4,0.5,3634,0
12419,1,2,141,0,2,1,0,0,3,1,3,3,3,1,1,0,41326,0,5.0,2,1.6,0.4,205,0
12420,2,3,276,264,2,7,0,0,2,3,2,2,2,1,1,500,41326,0,4.0,3,1.6,0.8,34,1
12421,2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41324,0,3.0,2,0.0,0.0,3634,0
12422,2,1,265,0,1,1,4,7,1,2,2,2,2,1,6,0,41326,0,1.0,4,0.0,0.0,1258,0
12423,2,30,266,0,2,1,7,0,1,1,1,1,1,1,1,50,41401,0,1.0,2,0.9,0.2,3634,0
12424,1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,8.0,3,0.9,0.9,5927,1
12425,2,1,265,0,2,1,0,0,1,1,2,2,3,1,1,0,41401,0,2.0,1,0.5,0.1,1258,0
12426,2,11,266,0,2,1,0,0,3,1,3,3,3,1,2,0,41326,0,5.0,4,0.1,0.1,3634,0
12427,1,2,307,0,1,2,5,7,2,2,2,2,2,1,1,0,41327,0,5.0,2,1.0,0.2,5927,1
12428,2,12,266,0,1,4,5,7,3,1,2,2,2,1,1,0,41401,0,4.0,3,0.0,0.0,3634,0
12429,2,1,266,0,3,1,2,7,2,1,2,2,2,1,8,0,41326,0,1.0,1,3.1,0.1,3634,0
12430,1,2,307,307,3,1,2,7,1,1,3,3,3,2,7,0,41401,0,12.0,4,0.1,0.1,5927,1
12431,2,1,266,0,2,7,0,0,1,1,2,1,2,1,1,0,41401,0,1.0,3,2.3,-0.4,3634,0
12432,1,48,307,307,2,7,0,0,3,1,1,1,1,1,1,100,41332,0,4.0,4,4.3,0.1,5927,1
12433,1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,2.0,2,0.5,0.2,5927,1
12434,2,2,266,0,2,1,6,7,2,1,2,1,2,1,1,0,41401,0,3.0,1,1.5,0.0,3634,0
12435,1,12,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41326,0,2.0,4,1.2,0.6,5927,1
12436,1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41401,0,1.0,2,2.0,0.5,5927,1
12437,2,12,265,0,1,7,0,0,2,2,3,3,3,1,1,0,41401,2,4.0,1,2.1,0.2,1258,0
12438,1,84,307,0,1,2,6,0,3,1,3,3,3,1,1,0,41326,0,5.0,4,8.1,0.0,5927,1
12439,2,1,292,0,2,2,5,6,2,1,2,2,2,1,4,0,41401,0,2.0,2,0.5,0.0,264,0
12440,2,61,266,0,1,7,0,0,3,1,1,1,1,1,1,0,41401,1,6.0,4,0.7,0.7,3634,0
12441,1,6,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,0,1.0,4,0.7,0.3,5927,1
12442,1,2,307,307,2,5,7,0,2,2,2,2,2,1,1,0,41326,0,5.0,2,0.0,0.0,5927,1
12443,2,3,266,266,3,1,2,7,1,1,2,2,2,1,5,0,41326,0,2.0,2,0.3,0.0,3634,1
12444,2,2,292,266,3,2,7,0,1,2,2,2,2,1,4,0,41401,0,4.0,0,2.6,0.3,264,1
12445,1,60,179,0,1,5,0,0,1,3,1,3,1,2,1,200,41326,0,1.0,1,6.5,0.0,167,0
12446,1,60,169,0,2,5,0,0,1,2,1,1,1,1,1,0,41326,0,2.0,4,0.9,0.9,18,0
12447,2,4,264,0,2,1,2,7,3,3,1,1,1,1,1,0,41330,0,5.0,1,2.8,0.9,296,0
12448,1,24,218,307,1,2,5,0,2,2,1,1,1,1,1,0,41326,2,8.0,3,4.4,0.5,162,1
12449,1,3,307,0,3,2,6,0,2,1,1,1,2,1,2,0,41326,0,3.0,4,1.8,0.3,5927,1
12450,2,2,252,266,2,1,0,0,1,2,2,2,2,1,1,0,41326,0,2.0,1,0.5,0.0,23,1
12451,2,1,266,0,3,1,2,3,1,1,2,2,2,1,4,0,41401,0,3.0,4,2.5,0.6,3634,0
12452,1,2,307,0,2,4,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,3,8.9,0.3,5927,1
12453,1,6,307,173,2,1,0,0,1,2,2,1,1,1,1,100,41401,0,4.0,4,0.2,0.2,5927,1
12454,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,2.0,3,0.1,0.1,5927,1
12455,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,1.9,0.6,5927,1
12456,2,1,299,0,2,2,6,0,1,1,2,1,2,2,1,0,41401,0,3.0,1,1.1,-0.1,342,0
12457,1,3,307,0,2,1,2,5,1,1,3,3,3,1,1,0,41326,0,5.0,2,0.0,0.0,5927,1
12458,1,1,307,0,2,4,5,0,2,1,1,1,2,1,1,10,41327,0,1.0,3,0.1,-0.1,5927,1
12459,2,2,265,266,3,1,2,7,1,2,2,2,2,1,2,0,41332,0,5.0,1,0.0,0.0,1258,1
12460,1,4,307,0,2,2,0,0,1,1,2,2,2,1,1,20,41327,0,1.0,4,0.3,0.1,5927,1
12461,1,3,307,141,3,1,0,0,2,1,2,2,2,1,3,0,41401,0,8.0,4,0.8,-0.1,5927,1
12462,2,3,266,0,2,1,3,7,1,1,1,1,2,1,1,0,41327,0,3.0,2,0.0,0.0,3634,0
12463,1,2,307,307,2,2,3,4,3,1,2,2,1,1,1,0,41401,0,3.0,1,3.0,0.0,5927,1
12464,2,3,266,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,0,1.0,4,1.1,0.5,3634,0
12465,2,3,266,0,3,1,5,7,1,1,2,2,2,1,3,0,41326,0,3.0,1,1.0,0.3,3634,0
12466,2,6,266,0,1,1,3,0,3,1,1,1,1,1,2,60,41326,0,3.0,4,4.5,0.5,3634,0
12467,2,24,266,0,2,1,7,0,2,1,2,1,2,1,4,0,41325,0,4.0,4,0.0,0.0,3634,0
12468,1,2,307,307,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,2.0,2,1.9,0.4,5927,1
12469,2,1,265,265,2,4,5,7,2,2,2,2,2,1,1,0,41401,0,1.0,3,1.6,0.1,1258,1
12470,1,36,307,307,3,1,2,7,2,2,2,2,1,1,3,0,41401,0,6.0,4,1.3,0.1,5927,1
12471,1,4,307,307,1,7,0,0,2,2,1,1,2,1,1,0,41326,0,5.0,2,0.0,0.0,5927,1
12472,2,3,264,0,2,2,6,7,2,3,2,1,2,1,1,0,41326,0,5.0,2,3.1,0.4,296,0
12473,1,2,307,0,1,2,0,0,2,1,3,3,2,1,1,0,41326,0,5.0,2,2.3,0.7,5927,1
12474,1,2,307,0,2,1,4,7,2,3,1,1,2,1,1,0,41326,0,5.0,2,1.3,0.6,5927,1
12475,1,7,147,0,1,7,0,0,1,2,1,1,2,1,1,0,41401,0,1.0,1,2.5,0.3,19,0
12476,1,24,307,307,2,1,0,0,2,2,1,1,1,1,1,0,41326,0,5.0,4,0.0,0.0,5927,1
12477,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,3.0,2,0.8,0.0,5927,1
12478,1,12,307,21,1,6,7,0,2,3,1,1,1,1,1,0,41326,1,4.0,4,3.8,0.1,5927,1
12479,2,2,266,0,2,1,2,6,1,1,2,1,2,1,1,0,41326,0,4.0,2,1.4,0.2,3634,0
12480,2,12,283,0,2,1,7,0,3,1,2,2,2,1,1,0,41326,0,2.0,1,1.6,0.1,73,0
12481,1,3,141,109,2,3,5,7,2,1,3,1,2,1,1,0,41326,0,2.0,0,0.9,0.9,205,1
12482,2,3,266,0,2,1,4,7,2,2,2,2,2,1,1,0,41401,3,10.0,3,8.4,0.3,3634,0
12483,2,2,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41326,0,3.0,2,3.3,0.3,3634,0
12484,1,3,218,0,1,1,7,0,2,3,2,1,1,1,1,200,41401,0,7.0,1,0.9,0.9,162,0
12485,1,1,307,0,2,2,5,7,2,2,2,2,2,1,1,0,41327,0,0.0,1,1.1,-0.1,5927,1
12486,2,12,299,0,2,2,3,0,2,1,1,1,1,1,1,0,41401,0,3.0,3,1.7,0.1,342,0
12487,2,4,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41326,0,7.0,2,4.5,0.5,3634,0
12488,2,4,292,283,2,5,7,0,2,2,2,1,2,1,1,50,41330,0,2.0,2,0.4,0.2,264,1
12489,1,1,189,307,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,5.0,1,0.1,0.0,88,1
12490,2,4,266,266,1,2,7,0,1,1,3,3,3,1,1,0,41326,0,4.0,1,0.3,0.1,3634,1
12491,2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,0,8.0,2,2.3,0.4,3634,0
12492,1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,41330,0,1.0,4,0.2,0.0,5927,1
12493,1,1,307,0,1,7,0,0,2,1,2,2,2,1,1,0,41401,0,3.0,1,1.8,0.4,5927,1
12494,1,21,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41401,0,2.0,4,1.6,0.1,5927,1
12495,1,36,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41326,0,1.0,3,1.0,0.3,5927,1
12496,2,2,266,266,3,1,6,7,2,1,2,2,2,1,4,0,41326,0,8.0,1,3.5,0.1,3634,1
12497,2,4,266,0,2,3,0,0,2,1,1,1,1,1,1,100,41326,0,2.0,2,1.9,0.9,3634,0
12498,2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41401,0,1.0,2,0.4,0.4,3634,0
12499,1,1,307,0,3,1,2,7,3,1,2,2,2,1,4,0,41401,0,3.0,2,0.8,0.1,5927,1
12500,1,4,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,1.0,4,1.4,0.2,5927,1
12501,1,1,307,0,1,1,2,0,2,2,3,3,3,1,1,0,41326,0,5.0,3,0.9,0.4,5927,1
12502,1,12,213,307,2,7,0,0,2,2,3,3,3,1,1,0,41326,0,4.0,4,2.5,0.0,89,1
12503,1,6,206,0,2,2,5,7,3,2,1,1,2,1,1,499,41401,0,3.0,1,1.1,0.3,25,0
12504,1,1,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,2,1.7,0.2,5927,1
12505,1,1,307,0,1,1,2,0,2,3,2,2,2,1,1,0,41327,0,2.0,2,0.7,-0.3,5927,1
12506,2,10,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41332,0,3.0,4,1.0,0.5,3634,0
12507,1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,1.0,2,3.1,0.5,5927,1
12508,1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41401,0,4.0,1,2.7,0.6,5927,1
12509,2,5,299,0,2,6,7,0,1,1,1,1,1,1,1,0,41326,1,8.0,1,6.6,0.6,342,0
12510,1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,0,11.0,1,1.1,0.2,5927,1
12511,2,2,266,265,2,2,4,0,1,2,3,3,1,1,2,0,41401,0,4.0,2,2.0,0.6,3634,1
12512,2,8,265,0,2,4,5,7,2,2,2,1,2,1,1,20,41401,0,4.0,4,3.1,0.2,1258,0
12513,1,3,141,307,2,1,0,0,3,1,2,2,2,1,1,0,41326,0,1.0,1,3.3,0.2,205,1
12514,2,4,265,0,1,6,7,0,1,2,2,2,2,1,1,0,41326,0,5.0,1,1.9,0.0,1258,0
12515,1,4,307,0,1,2,0,0,3,2,1,1,2,1,1,0,41326,0,1.0,2,3.7,0.4,5927,1
12516,2,2,299,266,3,1,3,7,2,1,2,2,2,1,2,0,41326,0,4.0,1,6.3,0.6,342,1
12517,1,7,307,307,2,1,2,0,2,1,2,2,1,1,1,0,41336,0,5.0,2,0.8,0.8,5927,1
12518,2,2,292,252,1,2,5,0,1,1,2,2,2,1,1,0,41401,0,4.0,0,0.8,0.8,264,1
12519,1,1,307,0,3,1,2,0,2,1,2,2,3,1,4,0,41332,0,9.0,4,0.8,0.2,5927,1
12520,1,19,72,152,2,5,7,0,2,1,1,1,1,1,1,0,41326,0,1.0,4,1.9,0.4,15,1
12521,2,3,265,0,3,1,4,7,1,2,1,1,1,1,6,0,41326,0,3.0,4,1.2,0.6,1258,0
12522,1,54,179,0,2,2,0,0,2,2,1,1,1,1,1,200,41401,0,8.0,4,1.6,0.3,167,0
12523,2,1,266,299,2,1,2,6,1,1,2,1,2,2,1,0,41401,0,16.0,1,8.5,0.3,3634,1
12524,2,3,299,265,1,6,0,0,2,2,1,1,2,1,1,0,41326,0,2.0,2,0.8,0.8,342,1
12525,1,2,307,0,3,1,2,7,1,1,2,2,2,1,10,0,41401,0,2.0,4,0.3,-0.3,5927,1
12526,1,120,179,0,2,2,0,0,1,2,1,1,1,1,1,0,41326,0,1.0,2,0.1,0.1,167,0
12527,1,12,307,0,2,4,7,0,2,1,2,1,1,1,1,0,41326,0,6.0,3,3.9,0.3,5927,1
